
title,category,subcategory,region,subRegion,location,notes,_sheet,slug,tags,prerequisites,weight
Flying Dragon Greyll,Boss,' ',,,Dragonbarrow,Bridge leading to North area of region. Drops Dragon Heart,Base Game,flying-dragon-greyll-dragonbarrow,base-game,' ',1.0
Dragon Heart,Key Item,' ',,,Dragonbarrow,Dropped by Flying Dragon Greyll in Dragonbarrow,Base Game,dragon-heart-dragonbarrow,base-game,' ',1.0
Golden Seed,Flask,' ',,,Dragonbarrow,Toward Bestial Sanctum from Lenne's Rise,Base Game,golden-seed-dragonbarrow,base-game,' ',1.0
Starlight Shard,Key Item,' ',,,Dragonbarrow,East from the Golden Tree. NOTE: Return to Seluvis to receive another puppet if you gave the potion to Napheli,Base Game,starlight-shard-dragonbarrow,base-game,' ',1.0
Black Blade Kindred,Boss,' ',,,Dragonbarrow,Just outside Beastial Sanctum. Drops Gargoyle's Black Halberd and Gargoyle's Blackblade,Base Game,black-blade-kindred-dragonbarrow,base-game,' ',1.0
Gargoyle's Black Halberd,Halberd,' ',,,Dragonbarrow,Dropped by Black Blade Kindred,Base Game,gargoyle-s-black-halberd-dragonbarrow,base-game,' ',1.0
Gargoyle's Black Blade,Greatsword,' ',,,Dragonbarrow,Dropped by Black Blade Kindred,Base Game,gargoyle-s-black-blade-dragonbarrow,base-game,' ',1.0
Beast Clergyman,NPC,' ',,,Dragonbarrow,"If you head into the Bestial Sanctum, he will be hostile. Take away some health and he'll calm down. Then rest at the SoG",Base Game,beast-clergyman-dragonbarrow,base-game,' ',1.0
Dragoncrest Shield Talisman,Talisman,' ',,,Dragonbarrow,Descend the cliffs on the West side of the Bestial Sanctum. May be glitches in 1.03,Base Game,dragoncrest-shield-talisman-dragonbarrow,base-game,' ',1.0
Cinquedea,Dagger,' ',,,Dragonbarrow,Descend the cliffs on the West side of the Bestial Sanctum. May be glitches in 1.03,Base Game,cinquedea-dragonbarrow,base-game,' ',1.0
Nokron,Checkpoint,' ',,,"Nokron, Eternal City","If you wish to get the Dung Eater Puppet Ashes, skip this section until after the Leyndell Royal Capital section and complete that to the point you give the potion to Dung Eater. Contains Ghost Glovewort 3-5, Great Ghost Glovewort, Smithing Stone 2, 3, 5, Somber Smithing Stone 4-6",Base Game,nokron-nokron-eternal-city,base-game,' ',1.0
"Nokron, Eternal City",SoG/Location,' ',,,"Nokron, Eternal City","Go to Fort Haight West SoG in East Limgrave after defeating Radahn, then go a little West. Go down the huge crater. This should be marked on your map with a red symbol and you should see a bunch of floating rocks from the SoG",Base Game,nokron-eternal-city-nokron-eternal-city,base-game,' ',1.0
Ghostflame Torch,Torch,' ',,,"Nokron, Eternal City","Jump from beam to a tower to the right, then to a nearby roof. On a corpse",Base Game,ghostflame-torch-nokron-eternal-city,base-game,' ',1.0
"Nokron, Eternal City (SoG)",SoG/Location,' ',,,"Nokron, Eternal City","Found after jumping down from mimic tear enemies, past pale ghoul enemies",Base Game,nokron-eternal-city-sog-nokron-eternal-city,base-game,' ',1.0
Ghost-Glovewort Picker's Bell,Bell Bearing,' ',,,"Nokron, Eternal City",In gazebo at the bottom level of Nokron. Give to Twin Maiden Husks to be able to purchase Renowned Ashes upgrade mats up to +3,Base Game,ghost-glovewort-picker-s-bell-nokron-eternal-city,base-game,' ',1.0
Larval Tear,Key Item,' ',,,"Nokron, Eternal City","Found on a corpse inside the stone building Southeast of the Nokron, Eternal City SoG",Base Game,larval-tear-nokron-eternal-city,base-game,' ',1.0
Greatshield Soldier Ashes,Spirit Ashes,' ',,,"Nokron, Eternal City",In the graveyard guarded by enemies,Base Game,greatshield-soldier-ashes-nokron-eternal-city,base-game,' ',1.0
Mimic Tear,Boss,' ',,,"Nokron, Eternal City","Move forward to fight this boss. Drops Silver Tear Mask and a Larval Tear. NOTE: You can unequip armor and weapons, then re-equip after boss changes form to make this fight trivial",Base Game,mimic-tear-nokron-eternal-city,base-game,' ',1.0
Silver Tear Mask,Helmet,' ',,,"Nokron, Eternal City",Dropped by Mimic Tear,Base Game,silver-tear-mask-nokron-eternal-city,base-game,' ',1.0
Mimic Tear (SoG),SoG/Location,' ',,,"Nokron, Eternal City",Found after defeating Mimic Tear,Base Game,mimic-tear-sog-nokron-eternal-city,base-game,' ',1.0
Ghost,Ghost,' ',,,"Nokron, Eternal City","Follow bridge to the end and jump to lower level, you'll see ghost on the right. Speak to it for lore",Base Game,ghost-nokron-eternal-city,base-game,' ',1.0
Clarifying Horn Charm +1,Talisman,' ',,,"Nokron, Eternal City",Follow bridge to very end and jump to lower levels. Look for ghost to your right and jump down near there first,Base Game,clarifying-horn-charm-1-nokron-eternal-city,base-game,' ',1.0
Hallowhorn Grounds,SoG/Location,' ',,,"Nokron, Eternal City","Return to the Mimic Tear SoG. In the area after the bridge, find and light 6 obelisks to access another boss fight later",Base Game,hallowhorn-grounds-nokron-eternal-city,base-game,' ',1.0
Obelisk 1,Event,' ',,,"Nokron, Eternal City",Found immediately after entering the Hallowhorn Grounds from the bridge,Base Game,obelisk-1-nokron-eternal-city,base-game,' ',1.0
Obelisk 2,Event,' ',,,"Nokron, Eternal City","From Obelisk 1, head West along the road. Will find on top of small cliff with singing enemy",Base Game,obelisk-2-nokron-eternal-city,base-game,' ',1.0
Ancestral Woods,SoG/Location,' ',,,"Nokron, Eternal City","Found West of the bridge you crossed, after entering the Hallowhorn Grounds. Will be tucked away in the rock",Base Game,ancestral-woods-nokron-eternal-city,base-game,' ',1.0
Obelisk 3,Event,' ',,,"Nokron, Eternal City","Head West from the Ancestral Woods SoG, found near large pillar with red wolf wandering near",Base Game,obelisk-3-nokron-eternal-city,base-game,' ',1.0
Obelisk 4,Event,' ',,,"Nokron, Eternal City","Northeast from Obelisk 3, near the rats",Base Game,obelisk-4-nokron-eternal-city,base-game,' ',1.0
Ash of War: Enchanted Shot,Ash of War,' ',,,"Nokron, Eternal City",Near an obelisk with rats. Kill scarab,Base Game,ash-of-war-enchanted-shot-nokron-eternal-city,base-game,' ',1.0
Ancestral Infant's Head,Utility Item,' ',,,"Nokron, Eternal City","Past Obelisk 4, you can use Torrent to access a ruined building to the North. In a chest guarded by enemy",Base Game,ancestral-infant-s-head-nokron-eternal-city,base-game,' ',1.0
Obelisk 5,Event,' ',,,"Nokron, Eternal City","Return to the Ancestral Woods SoG, then head Northeast. You'll find it between some pillars near some enemies and deer",Base Game,obelisk-5-nokron-eternal-city,base-game,' ',1.0
Obelisk 6,Event,' ',,,"Nokron, Eternal City","From Obelisk 5, head Sountheast until you can see the end of the bridge from when you first entered the area",Base Game,obelisk-6-nokron-eternal-city,base-game,' ',1.0
Regal Ancestor Spirit,Boss,' ',,,"Nokron, Eternal City",Touch the deer carcass after you light all 6 obelisks in the area. Drops Remembrance of the Regal Ancestor,Base Game,regal-ancestor-spirit-nokron-eternal-city,base-game,' ',1.0
Remembrance of the Regal Ancestor,Remembrance,' ',,,"Nokron, Eternal City",Dropped by Regal Ancestor Spirit. Take to Enia to get either the Winged Greathorn or the Ancestral Spirit's Horn,Base Game,remembrance-of-the-regal-ancestor-nokron-eternal-city,base-game,' ',1.0
Mottled Necklace +1,Talisman,' ',,,"Nokron, Eternal City",Climb cliffs near deer carcass. It is above on the structure,Base Game,mottled-necklace-1-nokron-eternal-city,base-game,' ',1.0
Stonesword Key,Key Item,' ',,,"Nokron, Eternal City","From beams at top of building, move past the spirit Jellyfish and drop to lower level",Base Game,stonesword-key-nokron-eternal-city,base-game,' ',1.0
Aqueduct-Facing Cliffs,SoG/Location,' ',,,"Nokron, Eternal City","From the deer caracss building, follow the cliffs up toward the spirit jellyfish, and then drop down. Or continue from where you had found the stonesword key previously. Found in a small cave",Base Game,aqueduct-facing-cliffs-nokron-eternal-city,base-game,' ',1.0
Missionary's Cookbook 5,Cookbook,' ',,,"Nokron, Eternal City",Drop down to the rampart where you can see the crucible knight patroling. Head to the circular building in the West,Base Game,missionary-s-cookbook-5-nokron-eternal-city,base-game,' ',1.0
Crucible Hornshield,Greatshield,' ',,,"Nokron, Eternal City",Dropped by Crucible Knight patroling circular buildings,Base Game,crucible-hornshield-nokron-eternal-city,base-game,' ',1.0
Order Healing,Incantation,' ',,,"Nokron, Eternal City","Another circular building, kill scarab",Base Game,order-healing-nokron-eternal-city,base-game,' ',1.0
D's Twin Brother,NPC,' ',,,"Nokron, Eternal City",On balcony past second crucible knight. interact with him and hand over the Twinned Armor to receive Inner Order gesture,Base Game,d-s-twin-brother-nokron-eternal-city,base-game,' ',1.0
Inner Order,Gesture,' ',,,"Nokron, Eternal City",Speak to D's Twin Brother in Nokron on balcony,Base Game,inner-order-nokron-eternal-city,base-game,' ',1.0
Valiant Gargoyle,Boss,' ',,,"Nokron, Eternal City",At the end of the area. Drops Gargoyle's Greatsword and Gargoyle's Twinblade,Base Game,valiant-gargoyle-nokron-eternal-city,base-game,' ',1.0
Gargoyle's Greatsword,Greatsword,' ',,,"Nokron, Eternal City",Dropped by Valiant Gargoyle,Base Game,gargoyle-s-greatsword-nokron-eternal-city,base-game,' ',1.0
Gargoyle's Twinblade,Twinblade,' ',,,"Nokron, Eternal City",Dropped by Valiant Gargoyle,Base Game,gargoyle-s-twinblade-nokron-eternal-city,base-game,' ',1.0
Great Waterfall Basin,SoG/Location,' ',,,"Nokron, Eternal City",Found after defeating Valiant Gargoyle,Base Game,great-waterfall-basin-nokron-eternal-city,base-game,' ',1.0
Black Whetblade,Key Item,' ',,,"Nokron, Eternal City",Progress from Ancestral woods and across rooftops. Enter a building through a window and find at the altar,Base Game,black-whetblade-nokron-eternal-city,base-game,' ',1.0
Mimic Tear Ashes,Spirit Ashes,' ',,,"Nokron, Eternal City",Hallway unlocked by Stonesword Key. In the chest,Base Game,mimic-tear-ashes-nokron-eternal-city,base-game,' ',1.0
Nox Flowing Hammer,Hammer,' ',,,"Nokron, Eternal City","Right from the altar with Mimic Tear Ashes is a window. Jump through onto roofs, enter via window to right",Base Game,nox-flowing-hammer-nokron-eternal-city,base-game,' ',1.0
Night's Sacred Ground,SoG/Location,' ',,,"Nokron, Eternal City",Exit to street,Base Game,night-s-sacred-ground-nokron-eternal-city,base-game,' ',1.0
Fingerslayer Blade,Quest Item,' ',,,"Nokron, Eternal City",End of road under huge statue. Given to Ranni for quest,Base Game,fingerslayer-blade-nokron-eternal-city,base-game,' ',1.0
Great Ghost Glovewort,Upgrade Mat,' ',,,"Nokron, Eternal City",End of road under huge statue,Base Game,great-ghost-glovewort-nokron-eternal-city,base-game,' ',1.0
Ranni the Witch,NPC,' ',,,East Liurnia,Give Ranni the Amber Draught if you want to complete Seluvis ending with ending Ranni. Does not offer any reward. You can use a celestial dew to fix this,Base Game,ranni-the-witch-east-liurnia,base-game,' ',1.0
Carian Inverted Statue,Key Item,' ',,,East Liurnia,Given by Ranni after giving her the Fingerslayer Blade,Base Game,carian-inverted-statue-east-liurnia,base-game,' ',1.0
Preceptor's Set,Armor Set,' ',,,East Liurnia,Found in Seluvis' Rise after giving Ranni the Fingerslayer Blade,Base Game,preceptor-s-set-east-liurnia,base-game,' ',1.0
Seluvis' Bell Bearing,Bell Bearing,' ',,,East Liurnia,Found in Seluvis' Rise after giving Ranni the Fingerslayer Blade,Base Game,seluvis-bell-bearing-east-liurnia,base-game,' ',1.0
Pidia,NPC,' ',,,East Liurnia,Go to Pidia to find Pidia's Bell Bearing and either the Dolores the Sleeping Arrow Puppet Ash or the Nepheli Loux Puppet Ash if you had Nepheli Loux drink the potion,Base Game,pidia-east-liurnia,base-game,' ',1.0
Dolores the Sleeping Arrow Puppet,Spirit Ashes,' ',,,East Liurnia,Dropped by Pidia after completing Seluvis' Questline,Base Game,dolores-the-sleeping-arrow-puppet-east-liurnia,base-game,' ',1.0
Nepheli Loux Puppet,Spirit Ashes,' ',,,East Liurnia,Dropped by Pidia after completing Seluvis' Questline and giving the potion to Nepheli,Base Game,nepheli-loux-puppet-east-liurnia,base-game,' ',1.0
Pidia's Bell Bearing,Bell Bearing,' ',,,East Liurnia,Dropped by Pidia after completing Seluvis' Questline,Base Game,pidia-s-bell-bearing-east-liurnia,base-game,' ',1.0
Carian Study Hall,SoG/Location,' ',,,East Liurnia,Path North of the Artist's shack in East Liurnia. Curve right and then head South toward the building. Go through once and grab all items before using the Carian Inverted Statue,Base Game,carian-study-hall-east-liurnia,base-game,' ',1.0
Ghost,Ghost,' ',,,Carian Study Hall,Found as soon as you enter the Carian Study Hall,Base Game,ghost-carian-study-hall,base-game,' ',1.0
Carian Glintstone Staff,Staff,' ',,,Carian Study Hall,"Found in the Carian Study Hall, along the path",Base Game,carian-glintstone-staff-carian-study-hall,base-game,' ',1.0
Preceptor Mariam,Enemy,' ',,,Carian Study Hall,"Will appear throughout your journey through the Carian Study Hall, until defeated",Base Game,preceptor-mariam-carian-study-hall,base-game,' ',1.0
Magic Downpour,Sorcery,' ',,,Carian Study Hall,Dropped by Preceptor Miriam,Base Game,magic-downpour-carian-study-hall,base-game,' ',1.0
Cerulean Seed Talisman,Talisman,' ',,,Carian Study Hall,On the wooden beams above the circular room with all of the spirits,Base Game,cerulean-seed-talisman-carian-study-hall,base-game,' ',1.0
Place the Carian Inverted Statue,Event,' ',,,Carian Study Hall,Place the statue given to you by Ranni on the alter in front of the SoG. It will alter the area and allow you to get the other items,Base Game,place-the-carian-inverted-statue-carian-study-hall,base-game,' ',1.0
Mask of Confidence,Helmet,' ',,,Carian Study Hall,"Drop down once where the lift is, then go out and follow to the left until you can drop again. Doubleback to find on a corpse. Does not belong to an armor set",Base Game,mask-of-confidence-carian-study-hall,base-game,' ',1.0
Lucidity,Sorcery,' ',,,Carian Study Hall,Fight Preceptor Miriam again after placing the Carian Inverted Statue to receive this,Base Game,lucidity-carian-study-hall,base-game,' ',1.0
Liurnia Tower Bridge,SoG/Location,' ',,,East Liurnia,Found after inverting the Carian Study Hall and exiting via lift and door,Base Game,liurnia-tower-bridge-east-liurnia,base-game,' ',1.0
Godskin Noble,Enemy,' ',,,East Liurnia,Exit tower onto a bridge and you will find him. Drops the Godskin Noble set,Base Game,godskin-noble-east-liurnia,base-game,' ',1.0
Godskin Noble Set,Armor Set,' ',,,East Liurnia,Dropped by Godskin Noble enemy near Liurnia Tower Bridge,Base Game,godskin-noble-set-east-liurnia,base-game,' ',1.0
Divine Tower of Liurnia,SoG/Location,' ',,,East Liurnia,Cross the bridge from the Carian Study Hall,Base Game,divine-tower-of-liurnia-east-liurnia,base-game,' ',1.0
Stargazer Heirloom,Talisman,' ',,,East Liurnia,At the top of the Divine Tower of Liurnia,Base Game,stargazer-heirloom-east-liurnia,base-game,' ',1.0
Cursemark of Death,Key Item,' ',,,East Liurnia,At the top of the Divine Tower of Liurnia,Base Game,cursemark-of-death-east-liurnia,base-game,' ',1.0
Snow Witch Set,Armor Set - Partial,' ',,,East Liurnia,Go to Renna's Rise to find in chest at the top of the ladder. Does not contain gloves,Base Game,snow-witch-set-east-liurnia,base-game,' ',1.0
Ainsel River Part 2,Checkpoint,' ',Ainsel River,,,"Accessed after advancing Ranni's quest and using the waygate at the top of Renna's Rise. Come back to this after Leyndel, Royal Capital if you are trying to get the Dung Eater Puppet ashes this playthrough. Ghost Glovewort 6, 7, 8, and 9",Base Game,ainsel-river-part-2-ainsel-river,base-game,' ',1.0
Miniature Ranni,Quest Item,' ',Ainsel River,,,In a coffin at the beginning of the region,Base Game,miniature-ranni-ainsel-river,base-game,' ',1.0
Ainsel River Main,SoG/Location,' ',Ainsel River,,,Rest at SoG in the beginning of this region,Base Game,ainsel-river-main-ainsel-river,base-game,' ',1.0
Ranni the Witch,NPC,' ',Ainsel River,,,You'll see the option to talk to Miniature Ranni at the Ainsel River Main SoG. Continue to select this and eventually she will speak to you and ask a request,Base Game,ranni-the-witch-ainsel-river,base-game,' ',1.0
Stonesword Key,Key Item,' ',Ainsel River,,,Found on corpse next to a giant poison flower,Base Game,stonesword-key-ainsel-river,base-game,' ',1.0
Clayman Ashes,Spirit Ashes,' ',Ainsel River,,,Found near waterfall,Base Game,clayman-ashes-ainsel-river,base-game,' ',1.0
Wing of Astel,Curved Sword,' ',Ainsel River,,,"Head toward the large bug hanging from the roof. Through the tunnels with the ants, take a left at intersection. Huge open area with bug enemy on cceiling. Found on ledge in a chest nearby",Base Game,wing-of-astel-ainsel-river,base-game,' ',1.0
"Nokstella, Eternal City",SoG/Location,' ',,,"Nokstella, Eternal City","Warp back to Ainsel River Main, then head toward Uhl Palace Ruins and back into tunnel. Once you rest here, exhaust dialogue with Ranni. NOTE: Near this SoG, you can find Ghost Glovewort 7, 8 along the shallow river. Also Contains Somber Smithing Stone 6, 7, Smithing Stone 6",Base Game,nokstella-eternal-city-nokstella-eternal-city,base-game,' ',1.0
Ranni the Witch,NPC,' ',,,"Nokstella, Eternal City",Available talk option at the SoG,Base Game,ranni-the-witch-nokstella-eternal-city,base-game,' ',1.0
Ant's Skull Plate,Greatshield,' ',,,"Nokstella, Eternal City","Small room up the stairs to the West of the Nokstella, Eternal City SoG",Base Game,ant-s-skull-plate-nokstella-eternal-city,base-game,' ',1.0
Ghost-Glovewort Picker's Bell Bearing 2,Bell Bearing,' ',,,"Nokstella, Eternal City",Next building from Ant's Skull Plate in a chest after continuing up the stairs. Give to Twin Maiden Husks to acces upgrade mats for Renowned Ashes up to +6,Base Game,ghost-glovewort-picker-s-bell-bearing-2-nokstella-eternal-city,base-game,' ',1.0
Archer Ashes,Spirit Ashes,' ',,,"Nokstella, Eternal City",Back of building after going up the stairs and getting the Ghost-Glovewort Picker's Bell Bearing 2,Base Game,archer-ashes-nokstella-eternal-city,base-game,' ',1.0
Nightmaiden & Swordstress Puppets,Spirit Ashes,' ',,,"Nokstella, Eternal City",Next building via Stonesword Key,Base Game,nightmaiden-swordstress-puppets-nokstella-eternal-city,base-game,' ',1.0
